django.utils.autoreload INFO 2023-03-09 19:45:47,254 autoreload 39084 45804 Watching for file changes with StatReloader
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 180, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type set is not JSON serializable
django.utils.autoreload INFO 2023-03-10 11:10:10,699 autoreload 50936 50372 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:10:11,204 autoreload 44668 39128 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:10:12,781 views 44668 50400 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:10:12,781 views 44668 50400 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:10:12,781 views 44668 50400 POST
outing.views INFO 2023-03-10 11:10:12,781 views 44668 50400 POST
outing.views DEBUG 2023-03-10 11:10:12,781 views 44668 50400 POST
outing.views DEBUG 2023-03-10 11:10:12,781 views 44668 50400 POST
outing.views ERROR 2023-03-10 11:10:12,781 views 44668 50400 POST
outing.views ERROR 2023-03-10 11:10:12,781 views 44668 50400 POST
outing.views INFO 2023-03-10 11:10:12,782 views 44668 50400 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:10:12,782 views 44668 50400 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:10:12,782 views 44668 50400 2023-03-10
outing.views INFO 2023-03-10 11:10:12,782 views 44668 50400 2023-03-10
django.request ERROR 2023-03-10 11:10:12,822 log 44668 50400 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 49, in form_save
    return JsonResponse({"Articles":a_list},safe=False)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\http\response.py", line 691, in __init__
    data = json.dumps(data, cls=encoder, **json_dumps_params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\__init__.py", line 238, in dumps
    **kw).encode(obj)
          ^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 200, in encode
    chunks = self.iterencode(o, _one_shot=True)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 258, in iterencode
    return _iterencode(o, 0)
           ^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\serializers\json.py", line 106, in default
    return super().default(o)
           ^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 180, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type set is not JSON serializable
django.utils.autoreload INFO 2023-03-10 11:10:37,200 autoreload 44668 39128 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:10:37,692 autoreload 51004 50352 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:10:38,869 views 51004 48928 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:10:38,869 views 51004 48928 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:10:38,869 views 51004 48928 POST
outing.views INFO 2023-03-10 11:10:38,869 views 51004 48928 POST
outing.views DEBUG 2023-03-10 11:10:38,869 views 51004 48928 POST
outing.views DEBUG 2023-03-10 11:10:38,869 views 51004 48928 POST
outing.views ERROR 2023-03-10 11:10:38,869 views 51004 48928 POST
outing.views ERROR 2023-03-10 11:10:38,869 views 51004 48928 POST
outing.views INFO 2023-03-10 11:10:38,870 views 51004 48928 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:10:38,870 views 51004 48928 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:10:38,870 views 51004 48928 2023-03-10
outing.views INFO 2023-03-10 11:10:38,870 views 51004 48928 2023-03-10
django.request ERROR 2023-03-10 11:10:38,903 log 51004 48928 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 49, in form_save
    return JsonResponse(article_all, safe=False)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\http\response.py", line 691, in __init__
    data = json.dumps(data, cls=encoder, **json_dumps_params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\__init__.py", line 238, in dumps
    **kw).encode(obj)
          ^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 200, in encode
    chunks = self.iterencode(o, _one_shot=True)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 258, in iterencode
    return _iterencode(o, 0)
           ^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\serializers\json.py", line 106, in default
    return super().default(o)
           ^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 180, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type QuerySet is not JSON serializable
outing.views WARNING 2023-03-10 11:11:51,016 views 51004 45832 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:11:51,016 views 51004 45832 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:11:51,016 views 51004 45832 POST
outing.views INFO 2023-03-10 11:11:51,016 views 51004 45832 POST
outing.views DEBUG 2023-03-10 11:11:51,016 views 51004 45832 POST
outing.views DEBUG 2023-03-10 11:11:51,016 views 51004 45832 POST
outing.views ERROR 2023-03-10 11:11:51,017 views 51004 45832 POST
outing.views ERROR 2023-03-10 11:11:51,017 views 51004 45832 POST
outing.views INFO 2023-03-10 11:11:51,017 views 51004 45832 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:11:51,017 views 51004 45832 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:11:51,017 views 51004 45832 2023-03-10
outing.views INFO 2023-03-10 11:11:51,017 views 51004 45832 2023-03-10
django.request ERROR 2023-03-10 11:11:51,045 log 51004 45832 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 49, in form_save
    return JsonResponse(article_all, safe=False)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\http\response.py", line 691, in __init__
    data = json.dumps(data, cls=encoder, **json_dumps_params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\__init__.py", line 238, in dumps
    **kw).encode(obj)
          ^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 200, in encode
    chunks = self.iterencode(o, _one_shot=True)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 258, in iterencode
    return _iterencode(o, 0)
           ^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\serializers\json.py", line 106, in default
    return super().default(o)
           ^^^^^^^^^^^^^^^^^^
  File "D:\Program Files\Python\Python31\Lib\json\encoder.py", line 180, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type QuerySet is not JSON serializable
django.utils.autoreload INFO 2023-03-10 11:13:10,773 autoreload 51004 50352 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:13:11,352 autoreload 45440 43072 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:13:15,091 views 45440 44968 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:13:15,091 views 45440 44968 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:13:15,091 views 45440 44968 POST
outing.views INFO 2023-03-10 11:13:15,091 views 45440 44968 POST
outing.views DEBUG 2023-03-10 11:13:15,091 views 45440 44968 POST
outing.views DEBUG 2023-03-10 11:13:15,091 views 45440 44968 POST
outing.views ERROR 2023-03-10 11:13:15,092 views 45440 44968 POST
outing.views ERROR 2023-03-10 11:13:15,092 views 45440 44968 POST
outing.views INFO 2023-03-10 11:13:15,092 views 45440 44968 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:13:15,092 views 45440 44968 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:13:15,092 views 45440 44968 2023-03-10
outing.views INFO 2023-03-10 11:13:15,092 views 45440 44968 2023-03-10
django.utils.autoreload INFO 2023-03-10 11:13:38,414 autoreload 45440 43072 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:13:38,885 autoreload 40804 49932 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:13:42,782 views 40804 50624 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:13:42,782 views 40804 50624 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:13:42,782 views 40804 50624 POST
outing.views INFO 2023-03-10 11:13:42,782 views 40804 50624 POST
outing.views DEBUG 2023-03-10 11:13:42,782 views 40804 50624 POST
outing.views DEBUG 2023-03-10 11:13:42,782 views 40804 50624 POST
outing.views ERROR 2023-03-10 11:13:42,782 views 40804 50624 POST
outing.views ERROR 2023-03-10 11:13:42,782 views 40804 50624 POST
outing.views INFO 2023-03-10 11:13:42,782 views 40804 50624 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:13:42,782 views 40804 50624 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:13:42,782 views 40804 50624 2023-03-10
outing.views INFO 2023-03-10 11:13:42,782 views 40804 50624 2023-03-10
outing.views WARNING 2023-03-10 11:13:45,253 views 40804 50624 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:13:45,253 views 40804 50624 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:13:45,253 views 40804 50624 POST
outing.views INFO 2023-03-10 11:13:45,253 views 40804 50624 POST
outing.views DEBUG 2023-03-10 11:13:45,254 views 40804 50624 POST
outing.views DEBUG 2023-03-10 11:13:45,254 views 40804 50624 POST
outing.views ERROR 2023-03-10 11:13:45,254 views 40804 50624 POST
outing.views ERROR 2023-03-10 11:13:45,254 views 40804 50624 POST
outing.views INFO 2023-03-10 11:13:45,254 views 40804 50624 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:13:45,254 views 40804 50624 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:13:45,254 views 40804 50624 2023-03-10
outing.views INFO 2023-03-10 11:13:45,254 views 40804 50624 2023-03-10
django.utils.autoreload INFO 2023-03-10 11:13:58,784 autoreload 40804 49932 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:13:59,278 autoreload 27608 40976 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:14:32,324 autoreload 27608 40976 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:14:32,837 autoreload 50412 50344 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:16:53,177 autoreload 50412 50344 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:16:53,691 autoreload 50716 48200 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:17:03,173 autoreload 50716 48200 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:17:03,665 autoreload 49104 51192 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:17:05,991 autoreload 49104 51192 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:17:06,524 autoreload 50376 50588 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:17:10,257 views 50376 47348 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:17:10,257 views 50376 47348 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:17:10,258 views 50376 47348 POST
outing.views INFO 2023-03-10 11:17:10,258 views 50376 47348 POST
outing.views DEBUG 2023-03-10 11:17:10,258 views 50376 47348 POST
outing.views DEBUG 2023-03-10 11:17:10,258 views 50376 47348 POST
outing.views ERROR 2023-03-10 11:17:10,258 views 50376 47348 POST
outing.views ERROR 2023-03-10 11:17:10,258 views 50376 47348 POST
outing.views INFO 2023-03-10 11:17:10,258 views 50376 47348 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:17:10,258 views 50376 47348 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:17:10,258 views 50376 47348 2023-03-10
outing.views INFO 2023-03-10 11:17:10,258 views 50376 47348 2023-03-10
outing.views WARNING 2023-03-10 11:17:12,676 views 50376 47348 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:17:12,676 views 50376 47348 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:17:12,676 views 50376 47348 POST
outing.views INFO 2023-03-10 11:17:12,676 views 50376 47348 POST
outing.views DEBUG 2023-03-10 11:17:12,676 views 50376 47348 POST
outing.views DEBUG 2023-03-10 11:17:12,676 views 50376 47348 POST
outing.views ERROR 2023-03-10 11:17:12,676 views 50376 47348 POST
outing.views ERROR 2023-03-10 11:17:12,676 views 50376 47348 POST
outing.views INFO 2023-03-10 11:17:12,676 views 50376 47348 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:17:12,676 views 50376 47348 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:17:12,676 views 50376 47348 2023-03-10
outing.views INFO 2023-03-10 11:17:12,676 views 50376 47348 2023-03-10
django.utils.autoreload INFO 2023-03-10 11:18:47,317 autoreload 50376 50588 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:18:47,842 autoreload 50472 50664 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:19:11,796 autoreload 50472 50664 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:19:12,275 autoreload 40060 35516 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:19:19,572 autoreload 40060 35516 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:19:20,109 autoreload 41728 48048 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:19:27,582 autoreload 41728 48048 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:19:28,258 autoreload 38516 49128 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:19:32,635 autoreload 38516 49128 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:19:33,137 autoreload 46360 40684 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:19:37,553 autoreload 46360 40684 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:19:38,771 autoreload 41740 51188 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:19:47,571 autoreload 41740 51188 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:19:48,306 autoreload 50460 38856 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:19:51,061 views 50460 28560 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:19:51,061 views 50460 28560 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:19:51,061 views 50460 28560 POST
outing.views INFO 2023-03-10 11:19:51,061 views 50460 28560 POST
outing.views DEBUG 2023-03-10 11:19:51,061 views 50460 28560 POST
outing.views DEBUG 2023-03-10 11:19:51,061 views 50460 28560 POST
outing.views ERROR 2023-03-10 11:19:51,061 views 50460 28560 POST
outing.views ERROR 2023-03-10 11:19:51,061 views 50460 28560 POST
outing.views INFO 2023-03-10 11:19:51,062 views 50460 28560 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:19:51,062 views 50460 28560 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:19:51,062 views 50460 28560 2023-03-10
outing.views INFO 2023-03-10 11:19:51,062 views 50460 28560 2023-03-10
django.request ERROR 2023-03-10 11:19:51,107 log 50460 28560 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 50, in form_save
    a_json = json.dumps(list(article_all.values()))
             ^^^^^^^^^^
AttributeError: 'function' object has no attribute 'dumps'
django.utils.autoreload INFO 2023-03-10 11:20:16,803 autoreload 50460 38856 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:20:17,311 autoreload 50272 50044 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:20:19,259 views 50272 18908 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:20:19,259 views 50272 18908 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:20:19,259 views 50272 18908 POST
outing.views INFO 2023-03-10 11:20:19,259 views 50272 18908 POST
outing.views DEBUG 2023-03-10 11:20:19,259 views 50272 18908 POST
outing.views DEBUG 2023-03-10 11:20:19,259 views 50272 18908 POST
outing.views ERROR 2023-03-10 11:20:19,259 views 50272 18908 POST
outing.views ERROR 2023-03-10 11:20:19,259 views 50272 18908 POST
outing.views INFO 2023-03-10 11:20:19,260 views 50272 18908 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:20:19,260 views 50272 18908 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:20:19,260 views 50272 18908 2023-03-10
outing.views INFO 2023-03-10 11:20:19,260 views 50272 18908 2023-03-10
django.utils.autoreload INFO 2023-03-10 11:20:41,232 autoreload 50272 50044 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:20:41,896 autoreload 35872 48164 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:20:43,218 views 35872 50200 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:20:43,218 views 35872 50200 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:20:43,219 views 35872 50200 POST
outing.views INFO 2023-03-10 11:20:43,219 views 35872 50200 POST
outing.views DEBUG 2023-03-10 11:20:43,219 views 35872 50200 POST
outing.views DEBUG 2023-03-10 11:20:43,219 views 35872 50200 POST
outing.views ERROR 2023-03-10 11:20:43,219 views 35872 50200 POST
outing.views ERROR 2023-03-10 11:20:43,219 views 35872 50200 POST
outing.views INFO 2023-03-10 11:20:43,219 views 35872 50200 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:20:43,219 views 35872 50200 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:20:43,219 views 35872 50200 2023-03-10
outing.views INFO 2023-03-10 11:20:43,219 views 35872 50200 2023-03-10
outing.views WARNING 2023-03-10 11:20:47,044 views 35872 50200 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:20:47,044 views 35872 50200 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:20:47,044 views 35872 50200 POST
outing.views INFO 2023-03-10 11:20:47,044 views 35872 50200 POST
outing.views DEBUG 2023-03-10 11:20:47,044 views 35872 50200 POST
outing.views DEBUG 2023-03-10 11:20:47,044 views 35872 50200 POST
outing.views ERROR 2023-03-10 11:20:47,044 views 35872 50200 POST
outing.views ERROR 2023-03-10 11:20:47,044 views 35872 50200 POST
outing.views INFO 2023-03-10 11:20:47,044 views 35872 50200 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:20:47,044 views 35872 50200 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:20:47,044 views 35872 50200 2023-03-10
outing.views INFO 2023-03-10 11:20:47,044 views 35872 50200 2023-03-10
django.utils.autoreload INFO 2023-03-10 11:21:06,900 autoreload 35872 48164 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:21:07,404 autoreload 40640 48632 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:21:09,649 views 40640 45124 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:21:09,649 views 40640 45124 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:21:09,650 views 40640 45124 POST
outing.views INFO 2023-03-10 11:21:09,650 views 40640 45124 POST
outing.views DEBUG 2023-03-10 11:21:09,650 views 40640 45124 POST
outing.views DEBUG 2023-03-10 11:21:09,650 views 40640 45124 POST
outing.views ERROR 2023-03-10 11:21:09,650 views 40640 45124 POST
outing.views ERROR 2023-03-10 11:21:09,650 views 40640 45124 POST
outing.views INFO 2023-03-10 11:21:09,650 views 40640 45124 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:21:09,650 views 40640 45124 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:21:09,650 views 40640 45124 2023-03-10
outing.views INFO 2023-03-10 11:21:09,650 views 40640 45124 2023-03-10
django.utils.autoreload INFO 2023-03-10 11:24:56,878 autoreload 40640 48632 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:24:57,370 autoreload 49496 45520 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:25:00,748 views 49496 10552 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:25:00,748 views 49496 10552 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:25:00,748 views 49496 10552 POST
outing.views INFO 2023-03-10 11:25:00,748 views 49496 10552 POST
outing.views DEBUG 2023-03-10 11:25:00,748 views 49496 10552 POST
outing.views DEBUG 2023-03-10 11:25:00,748 views 49496 10552 POST
outing.views ERROR 2023-03-10 11:25:00,748 views 49496 10552 POST
outing.views ERROR 2023-03-10 11:25:00,748 views 49496 10552 POST
outing.views INFO 2023-03-10 11:25:00,749 views 49496 10552 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:25:00,749 views 49496 10552 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:25:00,749 views 49496 10552 2023-03-10
outing.views INFO 2023-03-10 11:25:00,749 views 49496 10552 2023-03-10
outing.views WARNING 2023-03-10 11:29:54,740 views 49496 49212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:29:54,740 views 49496 49212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:29:54,740 views 49496 49212 POST
outing.views INFO 2023-03-10 11:29:54,740 views 49496 49212 POST
outing.views DEBUG 2023-03-10 11:29:54,740 views 49496 49212 POST
outing.views DEBUG 2023-03-10 11:29:54,740 views 49496 49212 POST
outing.views ERROR 2023-03-10 11:29:54,740 views 49496 49212 POST
outing.views ERROR 2023-03-10 11:29:54,740 views 49496 49212 POST
outing.views INFO 2023-03-10 11:29:54,740 views 49496 49212 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:29:54,740 views 49496 49212 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:29:54,740 views 49496 49212 2023-03-10
outing.views INFO 2023-03-10 11:29:54,740 views 49496 49212 2023-03-10
outing.views WARNING 2023-03-10 11:32:06,282 views 49496 7084 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:32:06,282 views 49496 7084 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:32:06,282 views 49496 7084 POST
outing.views INFO 2023-03-10 11:32:06,282 views 49496 7084 POST
outing.views DEBUG 2023-03-10 11:32:06,282 views 49496 7084 POST
outing.views DEBUG 2023-03-10 11:32:06,282 views 49496 7084 POST
outing.views ERROR 2023-03-10 11:32:06,282 views 49496 7084 POST
outing.views ERROR 2023-03-10 11:32:06,282 views 49496 7084 POST
outing.views INFO 2023-03-10 11:32:06,283 views 49496 7084 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:32:06,283 views 49496 7084 Article object (今日最牛大外宣1)
outing.views INFO 2023-03-10 11:32:06,283 views 49496 7084 2023-03-10
outing.views INFO 2023-03-10 11:32:06,283 views 49496 7084 2023-03-10
outing.views WARNING 2023-03-10 11:32:38,425 views 49496 13564 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:32:38,425 views 49496 13564 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:32:38,425 views 49496 13564 POST
outing.views INFO 2023-03-10 11:32:38,425 views 49496 13564 POST
outing.views DEBUG 2023-03-10 11:32:38,425 views 49496 13564 POST
outing.views DEBUG 2023-03-10 11:32:38,425 views 49496 13564 POST
outing.views ERROR 2023-03-10 11:32:38,425 views 49496 13564 POST
